cayley,cayley,cayley
-859.3495483398438,-860.1844482421875,-530.6242065429688
-859.3646850585938,-860.141845703125,-530.630615234375
-859.3618774414062,-860.0300903320312,-530.6273803710938
-859.3768920898438,-859.9039306640625,-530.6224975585938
-859.3748168945312,-859.652099609375,-530.60400390625
-859.3916625976562,-859.41943359375,-530.5796508789062
-859.3919067382812,-859.032470703125,-530.5360107421875
-859.4114379882812,-858.9154663085938,-530.4848022460938
-859.4140625,-858.7543334960938,-530.4190063476562
-859.435791015625,-859.0982055664062,-530.3617553710938
-859.4398193359375,-859.3756713867188,-530.3272705078125
-859.4625244140625,-859.816650390625,-530.3320922851562
-859.466552734375,-860.07568359375,-530.3872680664062
-859.489013671875,-860.2811889648438,-530.4584350585938
-859.491943359375,-860.3773193359375,-530.5357666015625
-859.5133666992188,-860.45166015625,-530.585205078125
-859.5147705078125,-860.482666015625,-530.6170043945312
-859.5350341796875,-860.519287109375,-530.6244506835938
-859.5350341796875,-860.5319213867188,-530.622314453125
-859.5545043945312,-860.555908203125,-530.6088256835938
-859.5537109375,-860.5603637695312,-530.5907592773438
-859.5729370117188,-860.577392578125,-530.567138671875
-859.5719604492188,-860.57568359375,-530.5418701171875
-859.591552734375,-860.5878295898438,-530.5065307617188
-859.5908203125,-860.58056640625,-530.4655151367188
-859.6109008789062,-860.5890502929688,-530.3800048828125
-859.6105346679688,-860.5760498046875,-530.2618408203125
-859.6311645507812,-860.5802001953125,-530.0469970703125
-859.6309814453125,-860.5587768554688,-529.8726806640625
-859.6519165039062,-860.55322265625,-529.7593383789062
-859.651611328125,-860.5130004882812,-530.0262451171875
-859.672607421875,-860.482421875,-530.3796997070312
-859.6719970703125,-860.39697265625,-530.69189453125
-859.69287109375,-860.3118896484375,-530.814208984375
-859.6917724609375,-860.1346435546875,-530.83837890625
-859.7124633789062,-859.9742431640625,-530.837646484375
-859.7110595703125,-859.6893310546875,-530.836181640625
-859.7316284179688,-859.5543212890625,-530.8301391601562
-859.7298583984375,-859.3386840820312,-530.8199462890625
-859.7504272460938,-859.4847412109375,-530.7992553710938
-859.74853515625,-859.5875854492188,-530.7759399414062
-859.7691650390625,-859.947265625,-530.7410888671875
-859.7671508789062,-860.1821899414062,-530.7133178710938
-859.7879028320312,-860.4336547851562,-530.6795043945312
-859.7858276367188,-860.5665283203125,-530.6732177734375
-859.8065795898438,-860.6761474609375,-530.672607421875
-859.8043823242188,-860.7259521484375,-530.7132568359375
-859.8251953125,-860.7750244140625,-530.7589721679688
-859.8228759765625,-860.7935180664062,-530.826904296875
-859.8435668945312,-860.8214721679688,-530.8846435546875
-859.8411254882812,-860.82763671875,-530.9384765625
-859.8617553710938,-860.845947265625,-530.9769287109375
-859.8591918945312,-860.8446044921875,-531.0055541992188
-859.8797607421875,-860.8565673828125,-531.0238647460938
-859.8770751953125,-860.8487548828125,-531.0348510742188
-859.8976440429688,-860.8555297851562,-531.03857421875
-859.8949584960938,-860.8405151367188,-531.0340576171875
-859.9154052734375,-860.841064453125,-531.01806640625
-859.9127197265625,-860.815673828125,-530.9818115234375
-859.93310546875,-860.805419921875,-530.9143676757812
-859.9304809570312,-860.7608032226562,-530.7857666015625
-859.9507446289062,-860.7286987304688,-530.5862426757812
-859.9481811523438,-860.6461181640625,-530.2750244140625
-859.9683227539062,-860.5756225585938,-530.0182495117188
-859.9658203125,-860.4298706054688,-529.8895263671875
-859.9857177734375,-860.320556640625,-530.1668090820312
-859.9833374023438,-860.1192626953125,-530.5123901367188
-860.0029296875,-860.0462646484375,-530.7603149414062
-860.0006713867188,-859.9030151367188,-530.837646484375
-860.0200805664062,-860.0028686523438,-530.8645629882812
-860.0180053710938,-860.050048828125,-530.8870239257812
-860.0370483398438,-860.2918701171875,-530.9263916015625
-860.0352783203125,-860.4454956054688,-530.9658813476562
-860.0540161132812,-860.64990234375,-530.996826171875
-860.0526123046875,-860.7633056640625,-531.0169067382812
-860.0709228515625,-860.8743896484375,-531.0156860351562
-860.0698852539062,-860.9281005859375,-531.0020141601562
-860.0877685546875,-860.9832763671875,-530.96044921875
-860.0872192382812,-861.0050659179688,-530.9141845703125
-860.1045532226562,-861.0355224609375,-530.841552734375
-860.1045532226562,-861.0423583984375,-530.803955078125
-860.121337890625,-861.0607299804688,-530.7695922851562
-860.1219482421875,-861.0586547851562,-530.8238525390625
-860.1380615234375,-861.0692749023438,-530.8948364257812
-860.139404296875,-861.0595703125,-531.008056640625
-860.1547241210938,-861.0634765625,-531.0975341796875
-860.1569213867188,-861.045166015625,-531.164794921875
-860.1714477539062,-861.0411987304688,-531.2044677734375
-860.1746215820312,-861.0105590820312,-531.2254028320312
-860.1881713867188,-860.9946899414062,-531.2340087890625
-860.1925048828125,-860.9443359375,-531.2322998046875
-860.2049560546875,-860.909912109375,-531.2181396484375
-860.210693359375,-860.82861328125,-531.1852416992188
-860.2217407226562,-860.7716064453125,-531.1158447265625
-860.2290649414062,-860.653564453125,-530.9950561523438
-860.2386474609375,-860.5902709960938,-530.7758178710938
-860.247802734375,-860.4610595703125,-530.509033203125
-860.2555541992188,-860.44677734375,-530.2086791992188
-860.266845703125,-860.3768920898438,-530.2261352539062
-860.2723388671875,-860.465576171875,-530.47265625
-860.2860107421875,-860.5009155273438,-530.8591918945312
-860.28857421875,-860.6571655273438,-531.0745239257812
-860.304931640625,-860.7474365234375,-531.1261596679688
-860.3035888671875,-860.886474609375,-531.1097412109375
-860.322509765625,-860.9620971679688,-531.0742797851562
-860.3156127929688,-861.0509643554688,-531.0420532226562
-860.336669921875,-861.093994140625,-531.0046997070312
-860.3215942382812,-861.1448974609375,-530.9727172851562
-860.3430786132812,-861.1646728515625,-530.9498291015625
-860.3162841796875,-861.1942138671875,-530.9349365234375
-860.3355102539062,-861.2003173828125,-530.947265625
-860.2936401367188,-861.2178955078125,-530.95703125
-860.3093872070312,-861.2149047851562,-531.0009765625
-860.2552490234375,-861.2244262695312,-531.0299682617188
-860.2742309570312,-861.2136840820312,-531.090087890625
-860.2255859375,-861.2163696289062,-531.1322021484375
-860.265625,-861.197021484375,-531.1931762695312
-860.2481689453125,-861.192138671875,-531.236328125
-860.3180541992188,-861.1613159179688,-531.2828369140625
-860.3323974609375,-861.146728515625,-531.3137817382812
-860.4111328125,-861.099853515625,-531.3400268554688
-860.428466796875,-861.0739135742188,-531.3547973632812
-860.4890747070312,-861.0072021484375,-531.3626098632812
-860.4873657226562,-860.9736328125,-531.360107421875
-860.5231323242188,-860.8914184570312,-531.3448486328125
-860.4994506835938,-860.8671264648438,-531.3104858398438
-860.5186767578125,-860.791259765625,-531.2394409179688
-860.4804077148438,-860.8055419921875,-531.1195068359375
-860.4964599609375,-860.7691650390625,-530.90234375
-860.4580688476562,-860.8380126953125,-530.6408081054688
-860.4845581054688,-860.8532104492188,-530.3347778320312
-860.4627685546875,-860.954833984375,-530.3355102539062
-860.5042724609375,-860.9961547851562,-530.5629272460938
-860.5035400390625,-861.092529296875,-530.9623413085938
-860.5504760742188,-861.126953125,-531.2131958007812
-860.559326171875,-861.198486328125,-531.3097534179688
-860.5989379882812,-861.2119140625,-531.3394775390625
-860.6044921875,-861.2594604492188,-531.3572998046875
-860.6317749023438,-861.2534790039062,-531.3823852539062
-860.6284790039062,-861.285400390625,-531.4049682617188
-860.64501953125,-861.26904296875,-531.4281005859375
-860.6331787109375,-861.2949829101562,-531.4442749023438
-860.643798828125,-861.2800903320312,-531.4585571289062
-860.6273803710938,-861.3075561523438,-531.4647827148438
-860.6383056640625,-861.3016967773438,-531.4673461914062
-860.6228637695312,-861.3309326171875,-531.4591674804688
-860.6392822265625,-861.33056640625,-531.4432983398438
-860.629150390625,-861.3546142578125,-531.4108276367188
-860.6517944335938,-861.3489379882812,-531.362060546875
-860.6465454101562,-861.3607788085938,-531.2885131835938
-860.6719360351562,-861.3406372070312,-531.1861572265625
-860.667236328125,-861.3384399414062,-531.0642700195312
-860.69091796875,-861.3004150390625,-530.9122924804688
-860.6823120117188,-861.2879028320312,-530.8026123046875
-860.7021484375,-861.2342529296875,-530.7013549804688
-860.6874389648438,-861.2203369140625,-530.7437133789062
-860.7045288085938,-861.158935546875,-530.8204956054688
-860.6838989257812,-861.1558227539062,-530.9920654296875
-860.701171875,-861.0984497070312,-531.1094360351562
-860.6768188476562,-861.1182250976562,-531.1383666992188
-860.6976928710938,-861.0789794921875,-531.0366821289062
-860.672607421875,-861.1317138671875,-530.7728271484375
-860.6992797851562,-861.1259765625,-530.5739135742188
-860.6758422851562,-861.21044921875,-530.5110473632812
-860.7081909179688,-861.2396850585938,-530.8698120117188
-860.6873779296875,-861.3310546875,-531.2726440429688
-860.7236328125,-861.3721313476562,-531.5348510742188
-860.7052001953125,-861.4437255859375,-531.6211547851562
-860.7433471679688,-861.474365234375,-531.6383666992188
-860.7266235351562,-861.51953125,-531.6480102539062
-860.76513671875,-861.5333862304688,-531.66015625
-860.7496337890625,-861.5570678710938,-531.6732788085938
-860.78759765625,-861.5552368164062,-531.6840209960938
-860.7727661132812,-861.5631713867188,-531.6927490234375
-860.8094482421875,-861.5474853515625,-531.6993408203125
-860.7947998046875,-861.5440063476562,-531.7041625976562
-860.8294067382812,-861.5162963867188,-531.7070922851562
-860.8136596679688,-861.5057983398438,-531.70751953125
-860.8449096679688,-861.4693603515625,-531.7044067382812
-860.826171875,-861.4576416015625,-531.6959228515625
-860.851806640625,-861.41796875,-531.6791381835938
-860.8275146484375,-861.4114379882812,-531.649658203125
-860.843994140625,-861.3743286132812,-531.60009765625
-860.8126831054688,-861.3770141601562,-531.5225830078125
-860.8162231445312,-861.3461303710938,-531.4036254882812
-860.7838745117188,-861.359130859375,-531.2459106445312
-860.7764892578125,-861.3360595703125,-531.0421142578125
-860.7649536132812,-861.3596801757812,-530.8701171875
-860.760986328125,-861.3463745117188,-530.7308959960938
-860.7925415039062,-861.3809204101562,-530.7605590820312
-860.8045043945312,-861.3788452148438,-530.7999877929688
-860.8634643554688,-861.4219970703125,-530.85546875
-860.8807373046875,-861.4292602539062,-530.710205078125
-860.9317016601562,-861.4752807617188,-530.5323486328125
-860.93798828125,-861.486083984375,-530.3681640625
-860.9683227539062,-861.5283813476562,-530.6753540039062
-860.9601440429688,-861.5365600585938,-531.14306640625
-860.9754638671875,-861.571533203125,-531.5248413085938
-860.957275390625,-861.5734252929688,-531.6673583984375
-860.9678955078125,-861.6015014648438,-531.6952514648438
-860.9488525390625,-861.5971069335938,-531.7020874023438
-860.9657592773438,-861.6213989257812,-531.715576171875
-860.9568481445312,-861.6130981445312,-531.729248046875
-860.9865112304688,-861.636962890625,-531.7425537109375
-860.9926147460938,-861.6268920898438,-531.7509155273438
-861.031005859375,-861.65087890625,-531.7596435546875
-861.0468139648438,-861.6390991210938,-531.7643432617188
-861.08447265625,-861.6611938476562,-531.7708740234375
-861.1008911132812,-861.6458129882812,-531.7736206054688
-861.1316528320312,-861.6636352539062,-531.7789306640625
-861.1435546875,-861.6428833007812,-531.780029296875
-861.1665649414062,-861.6558837890625,-531.7837524414062
-861.1726684570312,-861.6296997070312,-531.7825927734375
-861.1890258789062,-861.6396484375,-531.783447265625
-861.1893310546875,-861.6101684570312,-531.7780151367188
-861.200439453125,-861.6207275390625,-531.7724609375
-861.1951293945312,-861.5916748046875,-531.7579956054688
-861.2021484375,-861.6069946289062,-531.737060546875
-861.1914672851562,-861.5828247070312,-531.7008666992188
-861.1958618164062,-861.6058349609375,-531.6409912109375
-861.179931640625,-861.58984375,-531.5494384765625
-861.1825561523438,-861.6209716796875,-531.3863525390625
-861.158447265625,-861.61376953125,-531.153564453125
-861.15625,-861.6505737304688,-530.7388305664062
-861.10888671875,-861.6497802734375,-530.26904296875
-861.0859985351562,-861.688232421875,-529.6761474609375
-860.9661865234375,-861.6900024414062,-529.6964111328125
-860.8961181640625,-861.7260131835938,-530.2041015625
-860.6593627929688,-861.726318359375,-531.0413208007812
-860.644287109375,-861.75732421875,-531.5401000976562
-860.5598754882812,-861.7533569335938,-531.7317504882812
-860.77490234375,-861.7785034179688,-531.8058471679688
-860.9532470703125,-861.76904296875,-531.8579711914062
-861.130859375,-861.7891845703125,-531.9015502929688
-861.2367553710938,-861.77490234375,-531.9314575195312
-861.3058471679688,-861.7921142578125,-531.9518432617188
-861.3369750976562,-861.7752075195312,-531.9658813476562
-861.354736328125,-861.7913818359375,-531.9765625
-861.3447875976562,-861.7742309570312,-531.9852294921875
-861.3261108398438,-861.7898559570312,-531.9926147460938
-861.273193359375,-861.7730712890625,-531.9988403320312
-861.2185668945312,-861.7868041992188,-532.004150390625
-861.1282348632812,-861.7687377929688,-532.0083618164062
-861.0759887695312,-861.7786865234375,-532.01123046875
-861.0156860351562,-861.7570190429688,-532.0121459960938
-861.0411987304688,-861.7622680664062,-532.01025390625
-861.0648803710938,-861.73583984375,-532.0042114257812
-861.1406860351562,-861.7376098632812,-531.9915771484375
-861.1849975585938,-861.7073974609375,-531.969482421875
-861.2445678710938,-861.7092895507812,-531.9318237304688
-861.2672729492188,-861.679443359375,-531.8740844726562
-861.30078125,-861.6873168945312,-531.78369140625
-861.2969360351562,-861.6646728515625,-531.6648559570312
-861.3076782226562,-861.6842651367188,-531.5033569335938
-861.2741088867188,-861.6749267578125,-531.3609619140625
-861.2684936523438,-861.707763671875,-531.2305908203125
-861.2105102539062,-861.71240234375,-531.25537109375
-861.2073974609375,-861.7536010742188,-531.3362426757812
-861.1487426757812,-861.7666625976562,-531.5302124023438
-861.1700439453125,-861.808349609375,-531.665771484375
-861.13623046875,-861.8223876953125,-531.7406005859375
-861.1812133789062,-861.8583984375,-531.6564331054688
-861.1719360351562,-861.8677368164062,-531.2769165039062
-861.2235107421875,-861.8950805664062,-530.4185180664062
-861.2244262695312,-861.896484375,-529.0359497070312
-861.2720336914062,-861.9142456054688,-529.0433959960938
-861.271484375,-861.9058227539062,-530.6544189453125
-861.310791015625,-861.914794921875,-531.6693115234375
-861.3011474609375,-861.8959350585938,-531.719970703125
-861.3305053710938,-861.8995971679688,-531.7484130859375
-861.3092041015625,-861.8731079101562,-531.8985595703125
-861.33056640625,-861.8790893554688,-531.9713745117188
-861.3017578125,-861.8528442382812,-531.9979858398438
-861.3198852539062,-861.8701171875,-532.015380859375
-861.2913208007812,-861.852783203125,-532.036376953125
-861.310302734375,-861.8826904296875,-532.0506591796875
-861.2886962890625,-861.8750610351562,-532.0645751953125
-861.3104858398438,-861.9095458984375,-532.0733032226562
-861.29833984375,-861.905517578125,-532.0833740234375
-861.3231811523438,-861.9365844726562,-532.0888671875
-861.3196411132812,-861.93115234375,-532.095458984375
-861.3464965820312,-861.9568481445312,-532.0969848632812
-861.348388671875,-861.9486694335938,-532.0988159179688
-861.3746948242188,-861.9702758789062,-532.093994140625
-861.3779296875,-861.9598388671875,-532.0873413085938
-861.4010620117188,-861.9793701171875,-532.070068359375
-861.4026489257812,-861.9674072265625,-532.0447387695312
-861.4215087890625,-861.9864501953125,-532.0003662109375
-861.420654296875,-861.9739379882812,-531.9315185546875
-861.4356689453125,-861.9937744140625,-531.8309936523438
-861.4328002929688,-861.9818115234375,-531.6729736328125
-861.4451904296875,-862.0033569335938,-531.5026245117188
-861.4411010742188,-861.9928588867188,-531.2627563476562
-861.4524536132812,-862.0161743164062,-531.1903686523438
-861.4479370117188,-862.0075073242188,-531.1505737304688
-861.4598999023438,-862.0316772460938,-531.4164428710938
-861.4555053710938,-862.0242309570312,-531.673095703125
-861.4690551757812,-862.0477905273438,-531.9322509765625
-861.4639282226562,-862.0404052734375,-532.0818481445312
-861.478515625,-862.0618896484375,-532.1489868164062
-861.4696044921875,-862.0534057617188,-532.146240234375
-861.4830322265625,-862.072021484375,-532.0523681640625
-861.4656372070312,-862.0615234375,-531.7800903320312
-861.4754638671875,-862.0773315429688,-531.1342163085938
-861.4447631835938,-862.0645141601562,-530.08642578125
-861.4495239257812,-862.0778198242188,-529.4060668945312
-861.4019775390625,-862.0629272460938,-530.3742065429688
-861.4028930664062,-862.0746459960938,-531.8173217773438
-861.3394775390625,-862.0582885742188,-532.1549682617188
-861.3430786132812,-862.0692138671875,-532.095458984375
-861.2744140625,-862.0521850585938,-532.154296875
-861.2940063476562,-862.0628662109375,-532.229248046875
-861.2421264648438,-862.0457153320312,-532.2528076171875
-861.2900390625,-862.0560913085938,-532.2593994140625
-861.27392578125,-862.0386962890625,-532.2655029296875
-861.345947265625,-862.0481567382812,-532.2694091796875
-861.361572265625,-862.0296020507812,-532.266845703125
-861.4376220703125,-862.0372924804688,-532.2560424804688
-861.4647216796875,-862.0164794921875,-532.23291015625
-861.5286254882812,-862.0221557617188,-532.1925048828125
-861.5517578125,-861.9989624023438,-532.1254272460938
-861.5984497070312,-862.00439453125,-532.0203857421875
-861.610107421875,-861.9815063476562,-531.8739013671875
-861.63818359375,-861.9911499023438,-531.6748046875
-861.6309814453125,-861.9744262695312,-531.4988403320312
-861.635986328125,-861.9935302734375,-531.3292236328125
-861.5968017578125,-861.9885864257812,-531.3812866210938
-861.5735473632812,-862.0185546875,-531.4600830078125
-861.4949340820312,-862.0256958007812,-531.7041015625
-861.4686889648438,-862.0617065429688,-531.8635864257812
-861.4112548828125,-862.0750732421875,-532.0267944335938
-861.4618530273438,-862.1099243164062,-532.1251220703125
-861.5179443359375,-862.1221923828125,-532.209716796875
-861.6248168945312,-862.150634765625,-532.266357421875
-861.711669921875,-862.156982421875,-532.3108520507812
-861.7808837890625,-862.1768188476562,-532.3372802734375
-861.8271484375,-862.174560546875,-532.3443603515625
-861.8546142578125,-862.1849975585938,-532.3147583007812
-861.8695068359375,-862.171875,-532.2032470703125
-861.86962890625,-862.1727294921875,-531.8941040039062
-861.861083984375,-862.14697265625,-531.153076171875
-861.8343505859375,-862.1409912109375,-529.9107055664062
-861.8031005859375,-862.1049194335938,-529.3197021484375
-861.7490844726562,-862.1026000976562,-530.5551147460938
-861.7062377929688,-862.0682373046875,-532.0169067382812
-861.6446533203125,-862.0856323242188,-532.1764526367188
-861.6214599609375,-862.0689086914062,-532.1390991210938
-861.5875854492188,-862.1085815429688,-532.2434692382812
-861.5924682617188,-862.1099853515625,-532.3035278320312
-861.5787353515625,-862.1555786132812,-532.2950439453125
-861.571044921875,-862.1621704101562,-532.2667846679688
-861.5429077148438,-862.2001953125,-532.2191162109375
-861.5012817382812,-862.2033081054688,-532.1363525390625
-861.4674072265625,-862.2318115234375,-532.01904296875
-861.4275512695312,-862.2300415039062,-531.8479614257812
-861.4370727539062,-862.2515869140625,-531.6942749023438
-861.4573974609375,-862.2455444335938,-531.51904296875
-861.5243530273438,-862.2626342773438,-531.541259765625
-861.602294921875,-862.2530517578125,-531.5953979492188
-861.6697998046875,-862.2677001953125,-531.8432006835938
-861.7520751953125,-862.2553100585938,-532.0308227539062
-861.783935546875,-862.2694091796875,-532.2090454101562
-861.8509521484375,-862.255615234375,-532.3121337890625
-861.8604736328125,-862.2708740234375,-532.382080078125
-861.9151611328125,-862.2573852539062,-532.4239501953125
-861.9117431640625,-862.2747192382812,-532.4546508789062
-861.9430541992188,-862.2628784179688,-532.47607421875
-861.9051513671875,-862.281982421875,-532.4932250976562
-861.8677368164062,-862.2720336914062,-532.505615234375
-861.711669921875,-862.2914428710938,-532.5156860351562
-861.4904174804688,-862.282470703125,-532.5218505859375
-861.1277465820312,-862.3007202148438,-532.5243530273438
-860.9144897460938,-862.29150390625,-532.5177001953125
-860.940673828125,-862.3074340820312,-532.4920654296875
-861.2251586914062,-862.2970581054688,-532.4133911132812
-861.4473876953125,-862.3104858398438,-532.1961669921875
-861.5887451171875,-862.298583984375,-531.607177734375
-861.6665649414062,-862.3099365234375,-530.3536376953125
-861.7516479492188,-862.2965698242188,-528.7669677734375
-861.8074951171875,-862.3065185546875,-529.768798828125
-861.8681030273438,-862.2921142578125,-531.6302490234375
-861.8858032226562,-862.3013305664062,-532.1058349609375
-861.89599609375,-862.2865600585938,-531.9129638671875
-861.8516235351562,-862.2955322265625,-531.91357421875
-861.7875366210938,-862.2807006835938,-531.897705078125
-861.6625366210938,-862.28955078125,-531.7645874023438
-861.5426025390625,-862.2745361328125,-531.7174072265625
-861.4329833984375,-862.2828369140625,-531.6546630859375
-861.4371337890625,-862.2669677734375,-531.78466796875
-861.5219116210938,-862.274169921875,-531.88623046875
-861.6588745117188,-862.2567749023438,-532.1045532226562
-861.7823486328125,-862.2630004882812,-532.260009765625
-861.871826171875,-862.2443237304688,-532.3978271484375
-861.936767578125,-862.2511596679688,-532.4825439453125
-861.971923828125,-862.2335815429688,-532.5393676757812
-861.9920654296875,-862.2442016601562,-532.5751342773438
-861.9844970703125,-862.2318725585938,-532.5996704101562
-861.9602661132812,-862.2493896484375,-532.6168823242188
-861.9071044921875,-862.2457885742188,-532.630126953125
-861.8385620117188,-862.2706909179688,-532.6406860351562
-861.7543334960938,-862.2754516601562,-532.6497802734375
-861.6836547851562,-862.30419921875,-532.6575927734375
-861.6395263671875,-862.313232421875,-532.6644897460938
-861.6500244140625,-862.341064453125,-532.6700439453125
-861.68994140625,-862.3492431640625,-532.6741333007812
-861.7644653320312,-862.3722534179688,-532.675537109375
-861.8239135742188,-862.375732421875,-532.6734619140625
-861.890380859375,-862.3919067382812,-532.6649169921875
-861.9271850585938,-862.3880615234375,-532.6465454101562
-861.9639282226562,-862.3961791992188,-532.6103515625
-861.9722290039062,-862.3826904296875,-532.5435180664062
-861.9765625,-862.3822631835938,-532.4204711914062
-861.9557495117188,-862.3572387695312,-532.17578125
-861.9303588867188,-862.3508911132812,-531.6587524414062
-861.888671875,-862.3167114257812,-530.3944702148438
-861.8509521484375,-862.3145751953125,-527.7393188476562
-861.8160400390625,-862.2828369140625,-526.6921997070312
-861.7999267578125,-862.2998046875,-529.3623046875
-861.8003540039062,-862.2848510742188,-531.4810791015625
-861.8162841796875,-862.322509765625,-531.5238037109375
-861.8414916992188,-862.323974609375,-531.9806518554688
-861.8598022460938,-862.3670043945312,-532.3012084960938
-861.8797607421875,-862.373046875,-532.384521484375
-861.8711547851562,-862.4091796875,-532.483642578125
-861.8673095703125,-862.4122314453125,-532.5479736328125
-861.8145141601562,-862.4395141601562,-532.5855712890625
-861.780029296875,-862.438232421875,-532.6142578125
-861.67822265625,-862.4590454101562,-532.6388549804688
-861.6300659179688,-862.4539794921875,-532.6572265625
-861.5130615234375,-862.4706420898438,-532.672119140625
-861.5119018554688,-862.4625244140625,-532.6829833984375
-861.46728515625,-862.476806640625,-532.6918334960938
-861.5657348632812,-862.46630859375,-532.6969604492188
-861.6320190429688,-862.4796142578125,-532.6990966796875
-861.7739868164062,-862.467529296875,-532.6959838867188
-861.8720703125,-862.4810180664062,-532.6865844726562
-861.9757690429688,-862.4684448242188,-532.6666870117188
-862.041259765625,-862.4827880859375,-532.6315307617188
-862.0928344726562,-862.470703125,-532.5744018554688
-862.12060546875,-862.4860229492188,-532.4810791015625
-862.1361694335938,-862.4749145507812,-532.3536987304688
-862.1365966796875,-862.4906005859375,-532.1635131835938
-862.1294555664062,-862.48046875,-531.997802734375
-862.109375,-862.4955444335938,-531.8110961914062
-862.0872192382812,-862.4859008789062,-531.8767700195312
-862.0476684570312,-862.4996337890625,-531.98779296875
-862.0137939453125,-862.4898681640625,-532.2918701171875
-861.9456787109375,-862.501953125,-532.5009765625
-861.8990478515625,-862.4916381835938,-532.6609497070312
-861.7919921875,-862.5020751953125,-532.7421875
-861.7582397460938,-862.4910278320312,-532.7908325195312
-861.6834106445312,-862.5000610351562,-532.8160400390625
-861.744140625,-862.48828125,-532.8231201171875
-861.8116455078125,-862.4962768554688,-532.7850341796875
-861.9295043945312,-862.4839477539062,-532.6068725585938
-862.0289916992188,-862.4912109375,-531.9146728515625
-862.1002197265625,-862.4783935546875,-529.928466796875
-862.147705078125,-862.4851684570312,-526.6072387695312
-862.169189453125,-862.4717407226562,-529.796142578125
-862.1787719726562,-862.4780883789062,-532.2916870117188
-862.1715698242188,-862.4639282226562,-532.2662353515625
-862.157470703125,-862.4700317382812,-532.3607788085938
-862.1298828125,-862.455078125,-532.55029296875
-862.0977172851562,-862.4613647460938,-532.5248413085938
-862.0569458007812,-862.4462890625,-532.4946899414062
-862.0204467773438,-862.4539184570312,-532.443115234375
-861.9890747070312,-862.440185546875,-532.336181640625
-861.9794921875,-862.4508666992188,-532.2140502929688
-861.9847412109375,-862.4408569335938,-532.0620727539062
-862.0140991210938,-862.4561157226562,-532.0003662109375
-862.0451049804688,-862.4517211914062,-531.9392700195312
-862.0838623046875,-862.4718017578125,-532.0877075195312
-862.110107421875,-862.4730834960938,-532.2037963867188
-862.1341552734375,-862.4959716796875,-532.4308471679688
-862.1439208984375,-862.5007934570312,-532.5757446289062
-862.1486206054688,-862.5236206054688,-532.7103881835938
-862.1421508789062,-862.5287475585938,-532.7915649414062
-862.1278076171875,-862.5487670898438,-532.85107421875
-862.1085205078125,-862.5511474609375,-532.8895263671875
-862.0769653320312,-862.5662841796875,-532.91748046875
-862.0528564453125,-862.5634155273438,-532.9373779296875
-862.011474609375,-862.572265625,-532.9530029296875
-861.996337890625,-862.5617065429688,-532.9653930664062
-861.9568481445312,-862.5632934570312,-532.9757080078125
-861.9605102539062,-862.5430297851562,-532.9838256835938
-861.9296264648438,-862.5384521484375,-532.989501953125
-861.9498901367188,-862.5090942382812,-532.9911499023438
-861.926513671875,-862.5049438476562,-532.9866333007812
-861.9579467773438,-862.4739990234375,-532.97119140625
-861.942138671875,-862.482666015625,-532.9358520507812
-861.9837036132812,-862.4622802734375,-532.8639526367188
-861.9788208007812,-862.4899291992188,-532.7106323242188
-862.028564453125,-862.4845581054688,-532.368896484375
-862.0349731445312,-862.5224609375,-531.4290161132812
-862.0853271484375,-862.5250854492188,-528.6937255859375
-862.0971069335938,-862.5612182617188,-525.2879638671875
-862.1392822265625,-862.5643920898438,-526.6297607421875
-862.14892578125,-862.5940551757812,-531.1576538085938
-862.178955078125,-862.594970703125,-531.1126708984375
-862.182373046875,-862.61865234375,-531.963134765625
-862.2008056640625,-862.6168212890625,-532.4043579101562
